H_ery_ID	HEeggA	HEeggB	HEeggC	HE4cA	HE4cB	HE4cC	HE16cA	HE16cB	HE16cC	HE32cA	HE32cB	HE32cC	HEblA	HEblB	HEblC	HEgaA	HEgaB	HEgaC	HEprA	HEprB	HEprC
HER_10333	6	6	10	9	2	3	4	0	2	1	0	6	22	5	3	1	5	1	1	1	4
HER_10334	32	27	43	32	39	31	16	30	31	16	9	42	28	40	20	6	10	3	5	4	1
HER_10335	61	36	60	211	186	171	207	152	102	128	234	263	42	116	45	12	22	13	22	6	13
HER_10336	62	140	67	778	806	767	2718	1756	1978	1089	1725	1552	1432	1589	732	226	325	254	535	417	93
HER_10337	19	30	22	94	82	86	274	105	123	53	165	91	237	254	93	61	141	86	88	97	56
HER_10338	41	69	85	262	149	142	303	589	331	328	199	239	221	153	184	41	40	34	86	68	29
HER_10340	45	27	58	667	436	395	1066	692	741	263	636	703	889	1416	435	254	524	417	411	291	241
HER_10341	51	82	36	257	188	161	342	497	308	172	191	341	54	102	82	82	103	92	226	176	102
HER_10342	619	758	943	748	658	654	1452	888	951	319	725	863	526	551	710	278	423	342	633	505	173
HER_10343	203	378	249	365	388	220	765	537	411	206	420	383	427	371	584	172	328	243	580	461	143
HER_10344	22	31	13	57	62	43	93	89	69	51	63	64	177	121	50	69	48	28	52	47	27
HER_10345	282	338	224	717	976	545	1697	1099	1323	401	706	899	548	599	442	338	573	402	712	650	284
HER_10346	0	1	0	1	1	2	0	0	0	0	1	3	0	8	2	0	5	2	1	2	2
HER_10347	1	2	0	0	0	0	0	0	0	1	1	5	1	11	3	0	4	2	3	2	1
HER_10348	107	114	88	246	311	212	645	416	609	118	214	327	216	222	169	118	221	146	326	295	110
HER_10349	0	3	2	1	1	2	3	14	2	2	1	4	21	3	58	38	62	90	95	62	21
HER_1035	0	0	0	0	2	3	1	1	0	1	2	1	2	3	4	0	0	1	2	1	0
HER_10352	230	460	320	792	660	474	1384	958	976	392	738	786	426	426	614	368	656	515	1230	866	274
HER_10353	320	337	243	1175	926	525	1196	825	852	402	659	917	432	534	388	232	334	244	568	365	190
HER_10354	23	2	11	17	23	16	11	3	38	6	11	102	152	146	127	99	96	32	78	69	37
HER_10356	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	1
HER_10357	46	68	129	190	201	460	307	173	278	100	232	200	279	248	311	233	391	333	369	305	188
HER_10358	22	132	35	533	376	500	611	537	808	136	278	372	350	301	360	268	393	296	454	342	197
HER_10359	27	58	40	356	365	344	373	505	354	497	389	478	109	144	95	73	98	89	89	86	91
HER_10360	12	32	30	273	257	226	225	337	246	178	166	174	77	58	65	19	6	18	35	22	10
HER_10361	61	120	69	419	295	282	538	517	789	139	223	505	194	262	220	152	174	162	328	241	58
HER_10363	33	4	3	208	46	98	113	39	107	35	132	193	69	66	9	15	8	1	2	2	2
HER_10364	1613	2295	1569	4798	4379	3493	5649	4455	4095	4971	6054	5288	7328	9586	7672	5788	7956	5336	4454	3741	2628
HER_10365	0	1	0	5	1	1	1	0	1	1	2	2	6	7	7	5	7	8	10	6	2
HER_10366	18	6	4	9	22	1	4	2	18	2	5	2	1	6	1	11	4	3	2	2	3
HER_10367	38	15	37	161	152	156	587	243	260	90	295	200	57	94	39	31	71	41	74	83	40
HER_10369	21	70	28	271	154	309	506	260	208	142	270	136	188	140	122	108	87	90	139	117	72
HER_1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10370	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
HER_10371	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0
HER_10372	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
HER_10374	0	0	0	0	2	0	0	0	61	0	1	2	2	3	6	4	7	0	1	1	6
HER_10376	0	0	2	11	0	0	0	0	1	1	0	11	1	1	3	0	2	1	1	0	0
HER_10378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10379	33	33	43	280	213	243	207	196	350	79	164	187	368	224	96	103	193	159	181	152	99
HER_1038	5	4	5	26	35	18	44	17	25	7	35	7	41	10	0	115	37	41	120	98	102
HER_10380	0	0	0	0	0	0	0	0	0	0	0	0	4	6	3	3	2	2	2	1	1
HER_10381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10382	261690	284001	315713	510826	350309	311493	460764	335277	375823	257845	380318	410963	58218	129675	55858	34474	30293	21807	28752	23258	14578
HER_10383	6	16	12	17	21	24	38	27	36	37	55	39	10	36	6	3	2	0	1	1	0
HER_10384	22	27	16	0	28	7	7	0	0	0	8	15	3	3	3	0	4	3	2	3	1
HER_10385	2	4	8	0	5	1	6	0	0	0	4	0	1	1	3	1	1	2	1	1	1
HER_10386	0	0	0	0	1	0	8	0	0	0	8	0	0	2	0	0	0	0	0	0	0
HER_1039	140	178	204	207	237	172	609	220	418	100	307	223	68	108	62	54	59	28	46	41	30
HER_10392	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	4	0	0
HER_10394	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0
HER_10395	1	3	0	6	6	8	7	8	12	5	10	14	22	4	53	231	368	280	405	332	262
HER_10398	152	565	239	3701	2237	2171	3124	2517	2618	1188	2280	2698	615	986	553	616	623	502	651	518	316
HER_10399	220	308	659	1854	790	969	1310	1167	1159	524	880	1045	146	384	175	125	154	177	178	144	68
HER_104	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
HER_1040	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HER_10400	322	136	600	243	265	156	274	417	339	354	224	476	2323	2388	1391	1274	1655	1218	1726	1163	811
HER_10401	149	79	158	185	119	86	94	111	122	133	97	206	1542	1806	1840	2491	2453	2552	2482	1817	1497
HER_10402	2	0	1	0	0	0	0	1	0	2	0	1	1	3	0	2	0	0	0	0	2
HER_10403	49	105	73	539	606	696	2011	1329	1388	933	1439	1359	271	481	200	74	129	103	187	209	73
HER_10404	0	0	3	8	3	1	1	28	6	13	2	0	17	37	8	5	9	1	9	3	4
HER_10405	122	150	140	712	529	531	752	909	549	706	667	1064	2729	3172	3419	6073	4600	3257	5512	4421	2812
HER_10407	0	0	0	0	0	0	7	0	0	0	8	0	2	0	2	0	0	4	2	2	0
HER_10409	22	44	26	134	146	90	349	244	231	131	215	131	87	113	114	48	41	42	79	62	31
HER_10412	0	0	0	1	1	0	0	0	0	0	0	0	10	14	16	6	14	18	23	16	6
HER_10413	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	4	5	6	1	0	3
HER_10415	50	126	83	413	289	307	818	988	482	565	597	925	296	519	354	199	266	219	496	435	128
HER_10416	32	51	21	134	198	235	657	234	323	109	402	298	142	273	74	47	116	81	150	125	37
HER_10417	124	94	135	428	394	231	1033	944	1327	392	634	716	170	285	114	63	51	55	112	87	46
HER_10418	61	90	52	867	605	501	1163	973	1351	377	622	694	495	681	311	403	582	469	321	254	272
HER_1042	662	605	705	1230	1233	756	1387	990	1136	382	859	1270	2755	2306	1838	1054	1777	1524	1780	1459	812
HER_10420	22	21	21	54	58	45	92	68	40	51	96	42	483	458	220	345	386	369	505	354	186
HER_10422	13	11	1	36	45	29	33	34	70	5	18	121	44	31	6	24	20	14	23	11	13
HER_10423	0	0	0	0	2	2	0	0	0	0	0	0	2	3	1	3	6	1	1	3	7
HER_10424	62	21	106	150	109	27	450	418	295	176	250	531	12	188	44	20	22	13	28	18	13
HER_10425	108	309	353	294	557	422	758	914	616	331	341	529	202	483	244	114	154	152	207	167	84
HER_10428	152	433	270	1251	958	916	3827	2326	2494	787	1555	1677	435	806	641	224	478	277	596	491	149
HER_1043	114	140	174	280	235	275	543	599	586	297	311	315	82	106	151	73	47	76	147	125	39
HER_10430	112	296	219	943	818	704	2400	1752	1438	825	1757	1278	285	511	389	171	258	194	337	245	86
HER_10431	511	336	564	920	815	636	1249	666	698	1034	1681	1115	2845	2658	5003	4606	3386	2743	3214	2849	1584
HER_10432	11	8	18	44	32	42	56	56	124	31	46	60	410	318	282	228	432	331	400	299	204
HER_10433	94	260	180	502	710	657	3440	1494	1062	675	1679	1262	240	428	227	151	259	172	411	391	123
HER_10435	1	3	0	1	2	4	0	22	0	11	0	3	26	19	6	17	58	22	4	6	18
HER_10436	8	6	1	8	9	2	90	0	2	0	50	32	31	24	13	11	14	6	18	9	11
HER_10437	0	0	0	1	0	0	0	0	1	0	1	2	3	2	68	5	3	12	35	24	16
HER_1044	11	37	13	105	121	119	350	218	179	157	270	195	537	405	362	134	400	287	496	617	136
HER_10442	25	22	40	482	342	318	691	373	399	220	530	579	356	572	173	248	289	315	347	244	136
HER_10443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10448	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
HER_10449	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
HER_1045	165	268	230	1957	1866	989	3409	2426	2504	1399	2307	1534	1918	1394	1068	897	1508	889	1248	1118	567
HER_10452	1	1	2	0	4	0	1	1	1	0	1	2	0	1	2	4	1	0	4	1	0
HER_10455	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
HER_10457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HER_1046	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	9	5	3	0
HER_10460	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HER_10462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10463	0	0	0	2	1	0	1	1	4	0	0	0	0	3	3	1	0	2	1	0	0
HER_10464	27	40	18	237	235	159	557	243	449	120	388	278	162	164	86	82	88	78	94	88	48
HER_10465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	3
HER_10466	25	22	38	484	342	318	693	371	400	219	528	586	356	581	173	248	290	314	346	244	134
HER_10467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10468	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
HER_1047	460	513	630	1919	1416	1056	2420	1580	2297	665	1452	3033	2250	2929	936	1379	1374	1748	2639	1719	1504
HER_10472	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HER_10473	0	1	0	1	4	0	3	2	6	2	1	1	0	8	4	3	0	4	0	0	0
HER_10475	38	41	22	325	315	189	701	316	552	167	477	378	199	200	119	103	100	100	122	117	59
HER_10476	1	0	0	1	0	1	0	1	0	0	1	0	1	0	6	74	26	20	49	46	68
HER_10477	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	3	2	2	2	1
HER_10478	5	6	2	13	5	4	16	11	2	5	11	34	2	16	2	1	0	0	1	1	1
HER_10479	0	0	11	68	8	5	144	11	5	7	99	16	59	11	3	0	1	2	0	0	0
HER_1048	1	1	0	2	2	2	1	2	4	3	1	1	280	234	117	32	113	65	88	71	29
HER_10480	0	0	1	3	1	7	2	2	6	3	8	11	1	1	4	4	1	1	4	3	2
HER_10481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HER_10483	2	1	0	2	3	3	0	1	4	2	1	4	6	5	4	6	4	7	5	3	3
HER_10485	70	75	87	78	94	152	48	376	200	196	39	293	164	173	219	237	49	91	466	350	132
HER_10487	0	0	1	2	0	0	0	6	0	7	1	1	17	0	0	3	0	0	1	2	0
HER_10488	1	5	0	4	5	1	3	16	1	13	2	0	3	1	0	15	0	6	9	5	17
HER_1049	420	572	492	968	1078	712	2084	1329	1805	790	1262	1191	2153	1345	2481	1523	1987	1739	2209	1812	817
HER_10491	42	60	62	364	631	332	841	404	1169	157	403	1120	961	526	436	629	815	695	1097	919	433
HER_10492	84	64	43	44	52	40	61	20	18	16	50	35	6	14	16	56	26	105	105	82	63
HER_10493	175	74	82	641	748	516	573	977	610	746	463	589	482	666	653	615	749	733	821	725	429
HER_10495	555	681	583	1381	971	936	1478	1052	1382	471	1022	1230	328	852	354	430	324	299	442	341	243
HER_10496	60	57	73	635	489	412	2107	676	779	346	1417	659	259	404	258	166	156	159	158	108	71
HER_10497	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0
HER_10498	361	712	719	3727	3393	2934	7760	4223	5836	1555	3832	5127	778	1972	846	409	611	419	474	388	200
HER_10499	80	248	96	200	201	176	434	236	188	111	277	291	330	316	262	234	282	288	276	201	155
HER_105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HER_1050	1799	2127	1658	1705	1410	1305	2394	1419	1747	640	1312	1727	366	445	373	340	355	306	518	373	284
HER_10500	32	65	39	497	451	379	1188	787	1120	257	520	527	426	316	386	204	411	314	390	312	123
HER_10501	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HER_10502	0	0	1	0	0	0	1	1	2	0	1	2	2	0	1	2	1	1	1	0	0
HER_10503	48	16	28	51	140	9	54	10	30	9	23	46	1940	592	395	147	166	119	135	108	92
HER_10504	2	4	0	0	1	1	0	3	0	3	0	1	25	3	2	2	3	1	1	0	2
HER_10505	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_10507	2	1	1	2	4	2	3	0	4	0	3	1	20	1	1	1	1	1	0	0	1
HER_10508	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_10509	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_1051	0	0	0	0	0	0	0	0	0	0	0	0	5	18	2	13	8	21	6	4	5
HER_10510	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
HER_10511	1	0	0	0	1	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0
HER_10515	1	0	0	0	1	1	1	0	0	0	0	1	1	3	0	1	0	0	0	0	0
HER_10516	129	165	97	78	74	106	87	75	71	41	52	95	129	62	39	43	30	57	28	20	19
HER_10518	0	0	0	0	0	0	0	0	0	0	0	1	12	7	7	2	4	4	4	2	2
HER_10519	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	1	0	1	1	0
HER_10520	83	209	293	758	461	425	982	925	1099	534	767	1038	58	358	66	18	28	26	27	17	18
HER_10521	76	264	116	631	690	668	3046	2250	1916	1378	2054	1335	855	1279	898	315	439	325	460	438	142
HER_10522	479	186	580	440	157	283	339	324	262	390	489	937	5740	6117	8955	18385	22938	17594	27001	16740	16444
HER_10523	1281	2151	2654	3360	2922	2173	8160	4161	6633	1351	3476	4145	2115	2172	2484	1213	2837	2173	3983	2892	1021
HER_10526	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	1	5	5	5	3	1
HER_10527	78	56	89	722	666	396	2064	692	1192	281	1094	1119	962	1184	911	455	954	704	1390	1183	425
HER_10528	0	2	0	0	0	0	0	0	0	1	0	0	3	3	1	2	2	1	3	0	1
HER_10529	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	4	0	0	0
HER_1053	801	1011	1246	3997	3101	2832	6381	4398	4959	2214	3920	4969	7785	7581	5751	3707	6831	4198	5834	4655	2743
HER_10530	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
HER_10531	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	1
HER_10532	80	113	80	210	232	150	302	136	291	54	128	155	382	280	293	294	515	490	431	324	196
HER_10533	8	5	11	19	14	8	22	10	19	5	8	12	322	70	355	284	266	276	522	318	46
HER_10534	415	255	402	1156	1097	832	2508	1802	2950	798	1348	2159	2744	2290	2520	928	1412	1285	2380	1850	590
HER_10535	0	1	1	5	1	5	8	0	0	1	5	3	4	1	5	2	2	1	12	8	0
HER_10536	4	8	3	7	11	10	10	7	8	9	4	14	26	26	39	48	44	48	48	54	21
HER_10539	0	3	2	1	1	5	6	4	7	5	8	6	1	10	2	3	0	5	1	2	0
HER_10544	1217	489	1073	2179	1216	1174	2840	742	940	598	2456	956	233	817	381	185	536	397	284	248	137
HER_10545	18	11	20	230	235	139	610	336	375	191	439	125	27	25	58	33	27	35	71	50	20
HER_10546	40	79	34	126	167	134	777	303	351	107	379	291	500	425	358	163	224	294	374	297	81
HER_10549	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
HER_1055	10	11	11	22	17	44	31	50	12	25	30	30	62	31	31	53	24	20	61	51	24
HER_10550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
HER_10551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
HER_10552	23	12	21	10	42	43	136	72	32	26	83	34	29	36	20	28	24	21	22	16	17
HER_10553	18	13	22	7	25	24	71	38	21	52	65	18	16	14	6	31	16	14	24	25	10
HER_10554	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	2	0	2	4	1	0
HER_10555	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	3	3	1	2
HER_10556	0	0	0	0	0	0	0	0	2	0	0	0	1	1	3	1	2	1	1	1	0
HER_10557	2	1	18	6	10	321	6	11	13	3	3	15	45	187	24	19	41	21	13	11	24
HER_10558	31	22	63	255	174	290	473	461	333	156	305	368	1707	1675	1680	1928	2577	2025	2411	1833	1114
HER_10559	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	1	0	1	0
HER_10560	1	0	0	0	0	0	0	0	0	0	0	0	4	1	2	1	2	0	4	2	0
HER_10561	57	187	70	1265	1016	957	5613	2436	3362	935	2346	2519	1075	1335	630	470	1054	741	996	814	380
HER_10562	451	415	383	913	754	616	1896	1163	1114	811	1366	798	296	416	258	283	394	305	342	288	155
HER_10563	257	472	172	527	381	325	459	329	504	132	251	310	203	169	188	278	466	332	415	388	224
HER_10564	109	168	91	471	480	387	1636	1029	1214	551	1010	1053	317	790	274	168	150	217	399	291	94
HER_10565	33	86	48	142	175	302	600	489	418	302	434	337	702	900	859	145	248	219	225	321	75
HER_10566	22	54	28	292	206	482	387	240	229	140	219	307	74	138	78	89	77	69	78	70	44
HER_10567	937	380	711	5312	3502	4276	5240	3037	2524	1669	4051	5903	1618	3250	1532	1137	2588	1603	1114	979	615
HER_10568	2	25	8	9	11	19	13	10	15	3	11	10	17	9	18	56	2	11	15	7	1
HER_10569	0	0	1	0	0	0	0	0	0	0	0	0	4	1	1	1	0	2	1	0	1
HER_1057	0	0	0	2	0	4	0	0	0	0	0	0	29	28	61	71	26	28	60	24	11
HER_10573	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	2	2	0
HER_10574	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	3	2	1
HER_10575	71	142	196	1300	733	718	1658	708	836	343	1016	519	219	196	133	121	119	102	167	107	73
HER_10576	68	62	32	117	322	144	336	454	246	260	224	104	52	95	68	16	30	8	8	12	11
HER_10577	0	3	1	23	12	33	8	11	16	6	15	3	6	8	5	25	8	1	2	2	6
HER_10578	3	8	8	9	17	25	12	16	15	10	9	31	19	34	7	6	2	4	16	6	0
HER_1058	0	0	0	13	3	5	0	0	1	0	0	1	29	21	76	97	37	31	55	37	8
HER_10581	0	0	0	0	2	0	0	3	0	3	0	2	0	2	2	0	0	0	1	1	0
HER_10584	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
HER_10585	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	3	0	3	5	0
HER_10586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10588	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HER_10589	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HER_1059	9	6	6	44	31	56	213	150	109	94	120	142	34	64	45	62	84	61	107	102	50
HER_10590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
HER_10591	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	2	0	2
HER_10592	1	1	2	1	0	0	1	3	4	4	2	3	2	2	1	1	3	1	2	1	1
HER_10594	7	24	18	108	116	102	262	272	290	237	206	225	10	48	11	12	8	6	6	3	2
HER_10595	3	6	5	14	9	15	26	17	18	14	19	33	228	200	122	81	96	71	134	107	39
HER_10596	188	268	458	326	426	432	809	734	959	254	430	361	502	582	386	143	322	160	328	240	89
HER_10597	158	249	189	848	782	729	1398	876	877	462	1003	1018	2092	2094	2253	2295	2511	1919	3434	2406	1303
HER_10598	2	0	0	5	5	6	24	12	21	6	6	8	1	2	2	4	0	3	4	3	4
HER_10599	7	20	19	125	127	100	428	320	301	189	274	199	30	63	41	25	58	36	70	49	27
HER_106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HER_1060	275	312	366	1636	2018	1065	3263	2737	2279	2140	2626	1592	1606	1882	1986	2136	1702	1565	2820	2152	1050
HER_10601	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	4	4	1
HER_10602	1	2	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HER_10603	0	0	6	17	8	0	0	3	30	0	0	1	0	0	0	0	0	0	0	0	0
HER_10604	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HER_10608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HER_1061	0	1	0	12	1	1	2	5	0	5	1	16	2	54	8	12	10	1	9	1	5
HER_10611	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1
HER_10613	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HER_10618	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	1	1
HER_1062	429	239	715	728	337	216	300	512	485	218	168	455	232	269	328	423	629	401	927	619	259
HER_10623	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10626	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HER_10627	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	2	1	1	5	3	6
HER_10628	4	1	0	8	9	1	8	11	2	9	5	4	0	2	3	1	1	0	1	0	1
HER_1063	44	23	79	42	19	12	9	26	22	26	19	33	226	123	26	88	46	51	50	29	21
HER_10632	9	33	22	126	128	88	293	298	265	260	232	222	9	44	13	12	6	5	7	2	2
HER_10633	3	7	6	13	11	22	38	16	18	16	27	32	233	207	123	84	98	72	151	105	34
HER_10634	188	221	410	346	428	389	775	780	901	254	425	404	520	586	376	144	326	160	323	248	93
HER_10635	415	609	428	1549	1796	1940	2945	2040	1786	1358	2441	2109	4782	4607	5696	6997	5402	4228	7219	5758	3098
HER_10636	5	6	6	42	51	40	159	115	124	42	66	72	11	26	20	8	26	11	32	22	10
HER_10637	2	15	7	82	76	78	250	198	185	130	189	130	69	49	29	22	45	51	45	33	22
HER_10639	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
HER_1064	1	0	2	13	1	0	0	2	1	2	1	0	37	12	18	97	52	6	31	13	27
HER_10640	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10641	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
HER_10642	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1
HER_10643	92	10	38	48	70	161	176	152	168	54	84	189	22	40	39	27	32	12	36	43	15
HER_10645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HER_10648	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0
HER_10649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_1065	31	64	70	434	651	756	1243	976	786	326	548	846	1214	1705	1099	523	845	793	925	691	365
HER_10651	1	0	1	0	0	0	1	0	0	0	1	1	53	32	26	5	18	116	11	6	3
HER_10654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1
HER_10655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HER_10656	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
HER_10657	0	0	0	12	4	0	2	8	114	8	0	8	0	2	0	0	0	0	0	0	0
HER_10659	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1
HER_1066	106	102	107	512	340	538	846	790	608	231	372	447	432	329	303	257	401	312	543	455	258
HER_10660	0	1	0	1	0	0	3	13	0	7	5	1	0	2	15	1	1	0	15	8	0
HER_10662	0	0	0	1	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0
HER_10663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HER_10665	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	2	1	1	0	0
HER_10666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_1067	233	341	309	613	1090	1189	2210	1006	680	905	2070	449	1065	515	640	314	359	226	365	313	164
HER_10670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10673	0	0	0	5	0	0	0	2	1	1	0	0	0	0	0	0	2	0	1	1	0
HER_10674	0	0	3	6	2	2	6	1	0	0	6	2	1	2	1	4	1	6	2	2	2
HER_10680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_10683	0	1	7	0	0	0	69	0	24	2	55	1	0	1	8	5	15	1	2	0	0
HER_10684	1	0	1	1	2	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0
HER_10686	0	0	0	3	0	0	0	3	0	3	0	3	13	0	3	3	0	0	0	0	4
HER_10687	86	198	126	627	642	497	2019	1024	1034	337	840	764	1204	830	1204	379	1063	643	1167	1164	303
HER_10688	16	31	22	569	403	414	976	848	571	805	1148	870	3284	7164	1906	1658	3968	2471	2447	1530	1495
HER_10689	0	0	0	0	0	2	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0
HER_1069	0	0	0	4	1	1	3	3	2	5	4	0	0	1	0	2	2	0	1	0	1
HER_10690	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	1	1	0
HER_10693	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0
HER_10694	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
HER_10698	18	0	60	1	8	0	0	0	4	1	0	0	1	2	0	1	0	0	1	1	0
HER_10699	2	12	9	58	64	47	184	146	124	114	165	105	14	30	18	11	30	21	30	21	16
HER_1070	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	0	0	0
